14, 18, 13, [49.58152687152492, -612.8644383160994, 2847.033333947003, -6390.282375495846, 5585.3064025834265, 4068.8440475642574, -10721.798292947678, -1634.7853317449596, 17000.62869018552, -4073.519003052745, -25498.722044332102, 33090.64214431215, -17071.103536357707, 3360.0744975208586], 10, 1.008801176726364e-06, 3.8189253871191525e-15

14, 18, 13, [49.581526308117205, -612.864431645238, 2847.0333016615145, -6390.282297959755, 5585.30632577544, 4068.844006082476, -10721.798147084377, -1634.7853299642024, 17000.62845559884, -4073.5189166608025, -25498.72169143136, 33090.64163974429, -17071.103260073956, 3360.0744403853787], 10, 9.614464646795627e-07, 3.7582003748378324e-15

14, 18, 13, [49.58152807621525, -612.8644523081583, 2847.033400367158, -6390.2825316657745, 5585.306552219452, 4068.8441354288225, -10721.798578012182, -1634.7853451888943, 17000.629147121697, -4073.5191568513046, -25498.72273128313, 33090.64310415953, -17071.104054943597, 3360.07460361976], 13, 9.593522231564575e-07, 3.7537772183100664e-15

14, 18, 13, [49.58152717734607, -612.8644419995808, 2847.033352108894, -6390.282420077724, 5585.306448382792, 4068.8440698531253, -10721.798379649836, -1634.785329074524, 17000.628830257832, -4073.519060422177, -25498.72225535086, 33090.642455487796, -17071.10370990914, 3360.074533954572], 10, 1.0012923200157384e-06, 3.810167925766559e-15

14, 18, 13, [49.58152620774235, -612.8644305946689, 2847.0332972897127, -6390.2822894512, 5585.306320631744, 4068.843998463727, -10721.798136749641, -1634.7853225544693, 17000.628440174227, -4073.5189221981295, -25498.72166875178, 33090.64162564134, -17071.10325849984, 3360.0744411279975], 13, 9.775503032409233e-07, 3.778166697684131e-15

14, 18, 13, [49.58152764813909, -612.864447458688, 2847.033377874917, -6390.282479957696, 5585.306504112575, 4068.844105525193, -10721.798486100553, -1634.7853392161978, 17000.628999940738, -4073.5191086477525, -25498.72250978942, 33090.64279496257, -17071.103887237736, 3360.074569082556], 7, 1.158925392351543e-06, 4.011145061739372e-15

14, 18, 13, [49.581527692223375, -612.8644480229881, 2847.033380854059, -6390.282487887733, 5585.306513386278, 4068.8441083080793, -10721.798503469863, -1634.785335865266, 17000.62902849314, -4073.519124950385, -25498.722553088537, 33090.642866789625, -17071.10393007589, 3360.0745785763725], 11, 1.0557048344117957e-06, 3.878294712612899e-15

