14, 18, 9, [-16.594305253803, 124.25842747665224, -552.4291935880391, 1613.6295404340221, -3233.7139373374885, 4500.106104497973, -4292.069378265017, 2684.0160959677464, -993.3867951346233, 165.19657284093006], 14, 2.1483191319897646e-05, 5.3031068577070375e-18

14, 18, 9, [-16.594305116874505, 124.2584252949694, -552.4291781849461, 1613.6294772015192, -3233.7137710378124, 4500.105813982184, -4292.069041209349, 2684.0158455690516, -993.3866870619358, 165.196552195704], 20, 2.1664157904348022e-05, 5.330126033262605e-18

14, 18, 9, [-16.594305159255892, 124.25842592006863, -552.4291822925356, 1613.629493000323, -3233.71381026448, 4500.105879211292, -4292.0691138617185, 2684.015897823275, -993.3867090735158, 165.19655633040648], 13, 2.1598682715765054e-05, 5.321564615431787e-18

14, 18, 9, [-16.59430551515144, 124.25843158545564, -552.429222165696, 1613.6296558464323, -3233.714235596461, 4500.106616003001, -4292.069960409656, 2684.016519956819, -993.3869744588976, 165.1966063994959], 13, 2.1596592300203544e-05, 5.320124421710001e-18

14, 18, 9, [-16.594305083241235, 124.2584246567625, -552.4291730124083, 1613.62945344751, -3233.7137024673175, 4500.105684379108, -4292.068880324489, 2684.0157187970467, -993.3866294278233, 165.1965406624361], 6, 2.1586058372524845e-05, 5.2993504658142974e-18

14, 18, 9, [-16.59430577261844, 124.2584357033619, -552.4292512810766, 1613.6297752937778, -3233.71454896671, 4500.107161240526, -4292.070589610061, 2684.016984370367, -993.3871734208809, 165.19664409783869], 20, 2.1623191798429192e-05, 5.328100120502079e-18

14, 18, 9, [-16.594305841702937, 124.25843655465819, -552.4292556228496, 1613.629786666129, -3233.714562977821, 4500.107159809545, -4292.070560013825, 2684.0169431527656, -993.3871479588754, 165.19663788147832], 8, 2.162915048434492e-05, 5.336405636585211e-18

14, 18, 9, [-16.594305509226952, 124.25843154500463, -552.4292222460707, 1613.6296576141015, -3233.714243852483, 4500.106636424259, -4292.069990719386, 2684.016547146585, -993.3869881120785, 165.1966093565774], 7, 2.1530020523731656e-05, 5.312472640108293e-18

14, 18, 9, [-16.594305771765647, 124.25843554462874, -552.4292492366459, 1613.6297635237806, -3233.714510200804, 4500.107081678775, -4292.070485559087, 2684.0168997378687, -993.3871342865949, 165.19663622224564], 15, 2.164071871937418e-05, 5.326678464151608e-18

14, 18, 9, [-16.59430464517195, 124.25841809888323, -552.4291296343423, 1613.6292870489171, -3233.7132945370017, 4500.105021616553, -4292.068166737732, 2684.0152278500404, -993.3864335911838, 165.1965061569935], 15, 2.1618353897435972e-05, 5.319218870218406e-18

14, 18, 9, [-16.59430537946017, 124.25842937868279, -552.4292062951648, 1613.6295896122092, -3233.7140588390334, 4500.106303222914, -4292.069593422388, 2684.016244649343, -993.3868546321235, 165.19658334364814], 14, 2.1610415037459036e-05, 5.317982467155483e-18

14, 18, 9, [-16.594305163319127, 124.25842609471154, -552.4291842323142, 1613.629503579263, -3233.713844227347, 4500.10594802295, -4292.069203320365, 2684.0159704716184, -993.3867427151946, 165.1965631260744], 12, 2.1650475990964516e-05, 5.329392402706679e-18

14, 18, 9, [-16.594305367992053, 124.25842926542637, -552.4292059927992, 1613.629590425556, -3233.714066382774, 4500.106325794357, -4292.06963040262, 2684.016280033485, -993.386873263075, 165.19658753242655], 10, 2.1556526586015046e-05, 5.3175590480223445e-18

14, 18, 9, [-16.59430549578885, 124.2584312027779, -552.4292189296781, 1613.629640348668, -3233.7141890174744, 4500.106524545486, -4292.06984276848, 2684.016424165319, -993.3869295803746, 165.19659717017632], 10, 2.1676308115419345e-05, 5.324122421654507e-18

14, 18, 9, [-16.594305997019422, 124.25843915326062, -552.4292747340003, 1613.6298678390494, -3233.7147826022124, 4500.107552632664, -4292.0710247653105, 2684.01729405069, -993.3873014465238, 165.19666752773654], 15, 2.160906435100185e-05, 5.324131282356487e-18

14, 18, 9, [-16.59430513097564, 124.25842562955528, -552.4291813027813, 1613.6294930016645, -3233.7138201833723, 4500.105912530044, -4292.069169579457, 2684.0159508364823, -993.3867365417686, 165.1965623780197], 13, 2.1586017766873177e-05, 5.3134816902707305e-18

14, 18, 9, [-16.594305642194325, 124.25843346617029, -552.4292344571774, 1613.6297023964623, -3233.7143481858707, 4500.10679637237, -4292.070151812118, 2684.016649701163, -993.3870254409294, 165.19661524783666], 13, 2.1616001857322426e-05, 5.319576190104292e-18

14, 18, 9, [-16.594305245797315, 124.25842733996258, -552.4291925377638, 1613.6295356953674, -3233.713923569947, 4500.106077886562, -4292.069344136035, 2684.016068013648, -993.3867818806585, 165.1965700711527], 12, 2.1652636379009505e-05, 5.332620529100709e-18

14, 18, 9, [-16.594306005973543, 124.25843926141437, -552.429275287702, 1613.6298693761146, -3233.7147850038637, 4500.10755441501, -4292.071024489971, 2684.017292396367, -993.3873002133261, 165.19666721006186], 11, 2.158402960011253e-05, 5.316719046375697e-18

14, 18, 9, [-16.594306020952533, 124.25843945457292, -552.4292763210007, 1613.629872250222, -3233.7147889955613, 4500.107555295468, -4292.071018682816, 2684.0172832319913, -993.3872942742364, 165.19666571915627], 9, 2.1588110772005623e-05, 5.327543732058092e-18

14, 18, 9, [-16.59430491947281, 124.2584222714755, -552.4291577066269, 1613.6293966955584, -3233.7135685789194, 4500.105476189968, -4292.068667266184, 2684.0155806866023, -993.3865781087769, 165.19653236615736], 14, 2.1681112586684775e-05, 5.3277640418337145e-18

14, 18, 9, [-16.594305518938917, 124.258431528771, -552.4292209784055, 1613.6296479112511, -3233.714207135874, 4500.106553829117, -4292.069874749727, 2684.0164469403394, -993.3869391746013, 165.19659898965244], 6, 2.1722671274928882e-05, 5.357368187093751e-18

14, 18, 9, [-16.59430541677489, 124.25842991238876, -552.4292096596926, 1613.6296018722571, -3233.7140872674554, 4500.106346665949, -4292.069637097705, 2684.016272439439, -993.3868647543719, 165.19658494417362], 20, 2.1580044981840477e-05, 5.32109940427084e-18

14, 18, 9, [-16.594305772171904, 124.25843561486079, -552.4292500926933, 1613.6297681710873, -3233.714524565451, 4500.107109186052, -4292.070518889205, 2684.0169246402943, -993.3871447512792, 165.19663811021283], 12, 2.1671426875919144e-05, 5.324172681866405e-18

14, 18, 9, [-16.59430510067149, 124.25842504678366, -552.4291765248192, 1613.629470841515, -3233.7137556759258, 4500.105789760567, -4292.06901633726, 2684.015829586737, -993.3866812625045, 165.19655129850312], 11, 2.161256349677775e-05, 5.323748907321195e-18

14, 18, 9, [-16.594305022881034, 124.2584239827299, -552.4291702135527, 1613.6294496797386, -3233.713711960877, 4500.105733226888, -4292.068972522612, 2684.0158122834223, -993.3866799757579, 165.1965521589491], 8, 2.1548590160052657e-05, 5.3218534457472766e-18

14, 18, 9, [-16.59430508115521, 124.25842476685152, -552.429174762712, 1613.6294644613083, -3233.713741061262, 4500.105767862449, -4292.068994970218, 2684.015816587101, -993.386676840969, 165.19655067210448], 10, 2.1627522580570144e-05, 5.338529728277996e-18

14, 18, 9, [-16.59430525371318, 124.25842754869092, -552.4291945973756, 1613.629546549342, -3233.7139583675007, 4500.106149440595, -4292.069439407623, 2684.016147691487, -993.3868200144129, 165.1965780515433], 14, 2.164091420051586e-05, 5.31866112209664e-18

14, 18, 9, [-16.594305496017064, 124.25843125979362, -552.4292197141909, 1613.6296451453838, -3233.7142057705664, 4500.106560987658, -4292.0698932763635, 2684.016467708973, -993.3869509281932, 165.19660172716755], 9, 2.1625938498592937e-05, 5.332775143201787e-18

14, 18, 9, [-16.59430531263668, 124.25842837223328, -552.4291996010944, 1613.6295638030879, -3233.7139952635694, 4500.106199450129, -4292.069481168394, 2684.016167044001, -993.3868235157375, 165.1965778302458], 12, 2.163538919054304e-05, 5.325974895776856e-18

