13, 18, 14, [2069.1347091862094, -10807.820593453846, 15455.181831915559, 5530.79966142114, -17936.123773719562, -15865.585926268006, 13583.933963938625, 32776.03692426291, 7726.746553584738, -42061.45964501559, -43901.22664679848, 40259.44233094944, 87790.15105563658, -107571.68167495048, 32952.37658068436], 2, 4.101409043198613e-05, 2.0305483668749484e-13

13, 18, 14, [2069.1347179092913, -10807.820639889922, 15455.181900323638, 5530.799683574386, -17936.123854785223, -15865.585994294455, 13583.934029141323, 32776.03707156655, 7726.746582081347, -42061.459841450436, -43901.22684262083, 40259.442525683975, 87790.1514585216, -107571.68218351823, 32952.376739136576], 7, 4.1021881613756844e-05, 2.0313492859758545e-13

13, 18, 14, [2069.1347128096445, -10807.820612617303, 15455.18185987762, 5530.799670777448, -17936.12380663771, -15865.585954355816, 13583.933989934836, 32776.03698417906, 7726.746565956675, -42061.45972398863, -43901.226726623965, 40259.44240845811, 87790.15121847077, -107571.68187876155, 32952.376643896816], 8, 4.087844864206216e-05, 2.0283082030435365e-13

13, 18, 14, [2069.1347184876167, -10807.820643121551, 15455.18190543601, 5530.799684806265, -17936.123861139054, -15865.585998941586, 13583.93403497632, 32776.03708294986, 7726.746583037435, -42061.459858132715, -43901.22685743332, 40259.44254364516, 87790.1514914176, -107571.68222828353, 32952.37675367599], 8, 4.0910455247477485e-05, 2.02898285052431e-13

13, 18, 14, [2069.1347180371467, -10807.82064091407, 15455.181902603801, 5530.7996834028845, -17936.123858127143, -15865.585995645895, 13583.934033356843, 32776.03707729823, 7726.746580592471, -42061.459852213455, -43901.22684958469, 40259.44253925234, 87790.15147781925, -107571.68221446661, 32952.376749969684], 8, 4.100826671836956e-05, 2.030618899880717e-13

13, 18, 14, [2069.1347252429528, -10807.820678309374, 15455.181955483538, 5530.799703190068, -17936.123918938727, -15865.586050983453, 13583.93407771271, 32776.037188833885, 7726.746610036643, -42061.45999146666, -43901.22699991638, 40259.44266822559, 87790.1517717458, -107571.68256474905, 32952.376855273746], 8, 4.096198703262421e-05, 2.0296805183381328e-13

13, 18, 14, [2069.1347175175574, -10807.820637661462, 15455.181896720836, 5530.799682783695, -17936.12385025126, -15865.585991089303, 13583.934024865031, 32776.03706346931, 7726.746581585241, -42061.45982936797, -43901.2268321282, 40259.44251251115, 87790.15143488643, -107571.68215096193, 32952.37672849962], 4, 4.101982028111868e-05, 2.031117729950404e-13

13, 18, 14, [2069.134718036723, -10807.82064089348, 15455.181902548587, 5530.799683395818, -17936.123858048628, -15865.585995579995, 13583.93403330317, 32776.03707715095, 7726.746580515906, -42061.459852086795, -43901.22684936147, 40259.44253925708, 87790.15147753576, -107571.68221442339, 32952.37675003062], 5, 4.104318327935951e-05, 2.0316190317502512e-13

13, 18, 14, [2069.1347115079325, -10807.820605013929, 15455.181847128133, 5530.799668518844, -17936.123790229816, -15865.585943617098, 13583.933973530678, 32776.03695509565, 7726.746565878731, -42061.459678513536, -43901.22668942031, 40259.44235694948, 87790.15113106268, -107571.68175371899, 32952.376602213466], 5, 4.104537656853879e-05, 2.0308797098732833e-13

13, 18, 14, [2069.13471807897, -10807.820640927268, 15455.18190216484, 5530.799683787733, -17936.12385723223, -15865.585995723559, 13583.934031772837, 32776.03707586291, 7726.746581760273, -42061.45984857242, -43901.22684802978, 40259.442534087815, 87790.15147191772, -107571.68220349631, 32952.37674592873], 3, 4.104336076221004e-05, 2.0307014508506269e-13

13, 18, 14, [2069.134718902161, -10807.820644925725, 15455.181907171705, 5530.799686477856, -17936.123862423006, -15865.586001811904, 13583.934034113261, 32776.037085711905, 7726.746586839219, -42061.45985787801, -43901.2268619549, 40259.44253963952, 87790.15149435401, -107571.68222342098, 32952.37675058396], 3, 4.1036684772592896e-05, 2.0313043310782045e-13

13, 18, 14, [2069.1347210036492, -10807.820655958558, 15455.181923076023, 5530.799692043396, -17936.12388097962, -15865.586018050226, 13583.934048336278, 32776.037119589375, 7726.746594596004, -42061.45990160789, -43901.22690730032, 40259.44258162694, 87790.15158532346, -107571.68233514251, 32952.37678482382], 2, 4.104258469702525e-05, 2.034713092399496e-13

13, 18, 14, [2069.134717029165, -10807.820635195838, 15455.181893391624, 5530.7996813459085, -17936.12384655803, -15865.585987413495, 13583.934022501771, 32776.03705662164, 7726.746579222179, -42061.45982148475, -43901.226822759076, 40259.44250586905, 87790.15141761194, -107571.68213182887, 32952.37672302574], 2, 4.101674143339785e-05, 2.0301700515722503e-13

13, 18, 14, [2069.1347155354856, -10807.82062732018, 15455.181881950519, 5530.799677462509, -17936.123833129852, -15865.585975872422, 13583.9340119824, 32776.03703216374, 7726.746574039643, -42061.45978940332, -43901.226790149, 40259.44247450044, 87790.15135131154, -107571.68204909618, 32952.37669740258], 8, 4.0926823720549785e-05, 2.0292586356249599e-13

13, 18, 14, [2069.1347255790715, -10807.820681293471, 15455.181962613582, 5530.799702213307, -17936.123929678237, -15865.586054689618, 13583.934091959354, 32776.037207080524, 7726.746603907331, -42061.46002743827, -43901.22702166504, 40259.442714962854, 87790.15183529204, -107571.68267025078, 32952.376892794004], 3, 4.107639381495401e-05, 2.0325167235251477e-13

13, 18, 14, [2069.1347155098597, -10807.820626589782, 15455.181879530679, 5530.799678275684, -17936.123829143064, -15865.58597508783, 13583.934006077396, 32776.03702552386, 7726.746577365549, -42061.4597750045, -43901.226782497295, 40259.44245502916, 87790.15132669068, -107571.68200618765, 32952.37668188298], 5, 4.106008624629448e-05, 2.0310489757614178e-13

13, 18, 14, [2069.13472026771, -10807.820652382019, 15455.18191857774, 5530.799689672342, -17936.12387629015, -15865.586012649725, 13583.934046107699, 32776.037110722194, 7726.746590245191, -42061.459892951556, -43901.22689484069, 40259.44257601354, 87790.1515647605, -107571.68231594257, 32952.37678007043], 9, 4.0930533925158686e-05, 2.0290204264509887e-13

13, 18, 14, [2069.1347226171442, -10807.8206652885, 15455.18193850007, 5530.79969503752, -17936.123900657618, -15865.586031348626, 13583.93406755294, 32776.03715458337, 7726.746595560597, -42061.45995525797, -43901.2269523303, 40259.442641393056, 87790.15168918457, -107571.68248124563, 32952.37683308319], 7, 4.10401807754005e-05, 2.030779469292871e-13

13, 18, 14, [2069.134718595707, -10807.820643667099, 15455.181906151533, 5530.799685166713, -17936.123861904296, -15865.585999812922, 13583.934035338434, 32776.03708440205, 7726.746583795573, -42061.45985948024, -43901.22685950897, 40259.44254433577, 87790.15149465342, -107571.68223086698, 32952.37675418144], 8, 4.101913246716939e-05, 2.0309245393555773e-13

13, 18, 14, [2069.134723946196, -10807.820672059825, 15455.18194777489, 5530.799698889709, -17936.123911059443, -15865.58604145439, 13583.934074460458, 32776.03717381648, 7726.746601807797, -42061.45997785745, -43901.22697856267, 40259.44266086536, 87790.15173820125, -107571.68253641528, 32952.376849030254], 8, 4.0930222893122256e-05, 2.0293529881576588e-13

13, 18, 14, [2069.134710848581, -10807.820602086575, 15455.181844136552, 5530.799665977108, -17936.123787785953, -15865.58593904029, 13583.933974228214, 32776.036950056885, 7726.746560346153, -42061.459677277264, -43901.226681554996, 40259.44236088084, 87790.15112367742, -107571.68175614378, 32952.37660511078], 3, 4.105598243215842e-05, 2.0325131190303123e-13

13, 18, 14, [2069.1347183383145, -10807.820641960472, 15455.181902895309, 5530.799684972484, -17936.123857436338, -15865.585997423426, 13583.934030322851, 32776.03707659925, 7726.7465846792975, -42061.45984621058, -43901.226849729144, 40259.44252856959, 87790.15147001838, -107571.68219384536, 32952.376741588814], 5, 4.104557995230266e-05, 2.0316870772231492e-13

13, 18, 14, [2069.1347011063035, -10807.82055058766, 15455.181769123512, 5530.799640629693, -17936.123699617707, -15865.585863320182, 13583.93390515904, 32776.03678941795, 7726.7465260247745, -42061.45946698753, -43901.226467120774, 40259.442156294506, 87790.1506889861, -107571.68121635955, 32952.37643862084], 7, 4.1052884867211316e-05, 2.0312361355622024e-13

13, 18, 14, [2069.134718359972, -10807.820642702032, 15455.1819054093, 5530.799684090396, -17936.12386160091, -15865.585998189814, 13583.934036550294, 32776.03708351623, 7726.746581078868, -42061.45986137789, -43901.22685764865, 40259.44254922853, 87790.15149587873, -107571.68223932116, 32952.37675810963], 9, 4.095158509584712e-05, 2.0297913964302498e-13

13, 18, 14, [2069.134712513835, -10807.820610760911, 15455.181856498863, 5530.799670457021, -17936.12380209471, -15865.58595179316, 13583.933984960067, 32776.03697622347, 7726.746566693775, -42061.4597106369, -43901.22671664067, 40259.44239260758, 87790.15119349687, -107571.68184126526, 32952.37663111468], 8, 4.090242339491355e-05, 2.0287931911161e-13

13, 18, 14, [2069.134706686258, -10807.820580021988, 15455.181811867256, 5530.799655215922, -17936.123749752718, -15865.58590659465, 13583.933944210847, 32776.03688080772, 7726.746545902918, -42061.4595862094, -43901.226589189006, 40259.442271946304, 87790.15093583374, -107571.68152215278, 32952.37653282142], 9, 4.0892219658769534e-05, 2.0280927362240365e-13

13, 18, 14, [2069.134707326557, -10807.820583337125, 15455.181816517481, 5530.799657025918, -17936.123755059118, -15865.585911560898, 13583.933947924885, 32776.0368905811, 7726.746548792588, -42061.45959802436, -43901.2266024658, 40259.44228240488, 87790.15096108879, -107571.68155113436, 32952.376541290985], 2, 4.1040427953638056e-05, 2.030732619410187e-13

13, 18, 14, [2069.134722182352, -10807.820662990918, 15455.181935141945, 5530.799693933086, -17936.123896695302, -15865.586028011052, 13583.934064372143, 32776.03714738726, 7726.746594189446, -42061.45994562717, -43901.22694278856, 40259.442631744096, 87790.15166943065, -107571.68245604802, 32952.37682516332], 8, 4.0948827148972635e-05, 2.029664294746378e-13

