12, 18, 10, [-5.614793903661449, 9.928726870937837, -1.869700550220983, -8.941101315954432, -1.4504914479736897, 10.122330135927427, 8.06574215265461, -10.443146644722123, -16.470740633507198, 23.461181846636624, -7.789022529372848], 9, 1.6944614378168014e-10, 1.898462033455706e-22

12, 18, 10, [-5.614793067323464, 9.928723336564062, -1.8696975723745923, -8.941097129331354, -1.4504937732239864, 10.12232228534315, 8.065739942104114, -10.443134761432193, -16.47072997152655, 23.461157063444155, -7.789012362807735], 9, 1.6029365368148397e-10, 1.7886685087276057e-22

12, 18, 10, [-5.614795560877428, 9.928733310790282, -1.8697051015928747, -8.94110884000249, -1.4504888609433824, 10.122342603657106, 8.065747411944292, -10.443163328154515, -16.47075826909335, 23.461216033501035, -7.789035420678381], 9, 1.249260707926641e-10, 1.3998127319066506e-22

12, 18, 10, [-5.614787571585985, 9.928701206783575, -1.8696806380848805, -8.94107111084302, -1.4505050901106118, 10.122276721525749, 8.065723650325788, -10.443070135719536, -16.470666691761082, 23.461023536946904, -7.788959861716644], 10, 1.355336931526374e-10, 1.5192492938576107e-22

12, 18, 10, [-5.614803169175177, 9.928764003022033, -1.8697286791164258, -8.941144936325063, -1.4504729934358396, 10.12240598826648, 8.0657698788894, -10.443253476589001, -16.470846219706754, 23.461402366860163, -7.789108822018932], 11, 1.7495981390324734e-10, 1.9509253033626611e-22

12, 18, 10, [-5.614801305131115, 9.92875666523463, -1.869723341031775, -8.941136339779035, -1.4504762194319563, 10.122391461349709, 8.065764075604793, -10.443233637433767, -16.47082579758494, 23.461361617131963, -7.789093234245017], 10, 1.2312834236137327e-10, 1.3795455770966338e-22

12, 18, 10, [-5.614782978809492, 9.928682774116304, -1.8696666329252514, -8.94104945066067, -1.4505143270556855, 10.122238979655489, 8.065709937483872, -10.443016877536666, -16.47061418703305, 23.460913581773454, -7.788916783006941], 9, 1.262645602973362e-10, 1.4126320060022626e-22

12, 18, 10, [-5.614801729174382, 9.928758008488565, -1.869723771416265, -8.941137851125543, -1.450476665198212, 10.122392972912152, 8.065765921448612, -10.443234143407457, -16.470828424451597, 23.4613621570212, -7.789092522168918], 8, 1.3375160219187389e-10, 1.499299020094385e-22

12, 18, 10, [-5.614798514909034, 9.92874531748615, -1.8697144710452192, -8.941122978456828, -1.4504823786265568, 10.122367706320128, 8.065755996838258, -10.443199421589993, -16.470792975472623, 23.46129075104986, -7.789065070044006], 10, 1.772193720997303e-10, 1.9855375936255202e-22

12, 18, 10, [-5.614806958993523, 9.928779419735783, -1.8697407331663018, -8.941163090874968, -1.450464622045483, 10.122438269138705, 8.06578085823912, -10.443299969276078, -16.470890824006304, 23.461498648358518, -7.789147079079844], 10, 1.6802032907582305e-10, 1.8826212070129117e-22

12, 18, 10, [-5.6148114542564, 9.928797845172337, -1.869755360212676, -8.941184817366363, -1.4504542052196445, 10.122477313601003, 8.065793681873886, -10.443356771275027, -16.47094459227463, 23.461616432199033, -7.789194184366514], 6, 1.8725664054231298e-10, 2.09780384194922e-22

12, 18, 10, [-5.614801569824125, 9.928757710657106, -1.8697240989835056, -8.941137570628243, -1.4504757752407749, 10.122393527261806, 8.065764936333828, -10.443236407068985, -16.470828721451767, 23.46136725410803, -7.789095339954571], 9, 1.482926015468906e-10, 1.6555920902241037e-22

12, 18, 10, [-5.614802373248337, 9.92876097070723, -1.8697266424493688, -8.941141402955552, -1.4504740054924352, 10.122400340228472, 8.06576723717069, -10.443246246956932, -16.470838123473428, 23.461387673930567, -7.789103487995367], 11, 1.2661647258945653e-10, 1.4161515304047766e-22

12, 18, 10, [-5.614807225201958, 9.928780647835117, -1.8697419241995163, -8.941164567024755, -1.4504635237926726, 10.122441325960548, 8.06578141929874, -10.443304968221234, -16.470894857240935, 23.461509161853186, -7.789151576262628], 8, 1.5714835402039725e-10, 1.7611842594381248e-22

12, 18, 10, [-5.614806756604271, 9.928778428662596, -1.8697396948891312, -8.941161886953813, -1.4504656480940736, 10.122435639358278, 8.065780497477368, -10.443295519953912, -16.470887400262708, 23.461489271398207, -7.78914300746136], 7, 1.721715298626839e-10, 1.9289821489295637e-22

12, 18, 10, [-5.614811359504625, 9.928797132536083, -1.869754274432077, -8.941183916109598, -1.4504555909398986, 10.12247471161829, 8.065793923397417, -10.443351612459699, -16.470941451000485, 23.46160532977496, -7.78918899549589], 11, 1.2766763314631787e-10, 1.4306278525040213e-22

12, 18, 10, [-5.614791913305835, 9.928718583371298, -1.8696937637759505, -8.941091519157967, -1.4504965249904982, 10.122312138706407, 8.065736677992279, -10.443119915816135, -16.47071602511471, 23.461126261938787, -7.7890000022704715], 10, 1.7267115337706837e-10, 1.9345901651664813e-22

12, 18, 10, [-5.6148013583287035, 9.92875683655529, -1.8697233958408754, -8.941136537038705, -1.4504762838975511, 10.122391655113303, 8.065764332498253, -10.443233671699145, -16.470826146209163, 23.46136158883271, -7.789093073507059], 8, 1.3029790352325614e-10, 1.4604644451215554e-22

12, 18, 10, [-5.614792197321724, 9.9287199149213, -1.8696950873574933, -8.941093122005485, -1.4504952709779937, 10.122315520313537, 8.065737233888653, -10.443125528765565, -16.470720459555302, 23.461138096962138, -7.789005108720596], 9, 1.832764664967782e-10, 2.0533995804453258e-22

12, 18, 10, [-5.614807921691528, 9.928783278469634, -1.8697436546432362, -8.941167625751659, -1.4504627108348047, 10.122446148685965, 8.065783751686284, -10.443311047998884, -16.47090179931796, 23.461521499651464, -7.789156004028249], 9, 1.2595857079496041e-10, 1.411288441226699e-22

12, 18, 10, [-5.614788271998109, 9.928703972428725, -1.869682669064962, -8.941074349494269, -1.4505038321811958, 10.122282235893504, 8.065725793426328, -10.443077745725963, -16.470674416990985, 23.461039212582318, -7.788965915497894], 9, 1.2238894830116738e-10, 1.370693947619708e-22

12, 18, 10, [-5.614806571249585, 9.928777885552787, -1.869739601366947, -8.941161293699876, -1.450465329580458, 10.122435199409708, 8.06577967682918, -10.443295718399, -16.470886528396665, 23.461489887088717, -7.789143686715351], 9, 1.2332063620221358e-10, 1.3812330106086822e-22

