13, 18, 18, [36.94123079424843, -278.1088103066298, 646.4224896752469, -308.116255748843, -683.431710298107, 246.8371215982511, 958.7009725649516, 279.85293200901776, -1018.5501392659884, -1184.6533082414758, 319.7547896873616, 1843.0778888414577, 1136.3286425452907, -1622.4622079484955, -2728.271554785365, 994.5611849284204, 4446.0577004759425, -4181.403929653865, 1095.4648167487646], 3, 8.447821150427944e-06, 3.7597512442349757e-17

13, 18, 18, [36.94126331427701, -278.1090357068528, 646.4230124664234, -308.1165196028577, -683.4322590962192, 246.83735234919843, 958.701763816152, 279.8531216521526, -1018.5510243036474, -1184.6542745929385, 319.7551316446342, 1843.0794821763134, 1136.329545993347, -1622.4636907911536, -2728.273892745261, 994.5621626649503, 4446.061591975974, -4181.407700143419, 1095.4658225511519], 3, 8.436652365095685e-06, 3.7562644891496754e-17

13, 18, 18, [36.94123238805986, -278.10882207061866, 646.4225190527479, -308.1162735942004, -683.4317409152975, 246.83713980676802, 958.7010202146857, 279.8529372344831, -1018.550198956141, -1184.6533645203974, 319.7548215865072, 1843.0779947336478, 1136.3286914862335, -1622.4623176846019, -2728.2717070140075, 994.56126663237, 4446.05796553517, -4181.404202381225, 1095.4648920862714], 4, 8.39334616557236e-06, 3.7575187515528255e-17

13, 18, 18, [36.941255691653204, -278.1089826033613, 646.422888464486, -308.1164557371085, -683.4321290881758, 246.83729531938408, 958.7015748784103, 279.8530792390325, -1018.5508100088468, -1184.6540448375092, 319.75504452132986, 1843.0790970015682, 1136.329333153855, -1622.4633265403056, -2728.2733290276087, 994.5619174096768, 4446.060647337327, -4181.406776132492, 1095.46557458032], 2, 8.439940851341771e-06, 3.768430303931852e-17

13, 18, 18, [36.94124104220449, -278.1088811631799, 646.4226534593934, -308.1163375093031, -683.4318823801833, 246.83719223667842, 958.7012196200872, 279.85299336782066, -1018.5504133919683, -1184.6536107687639, 319.75489225202864, 1843.078382765273, 1136.3289269862223, -1622.462662976141, -2728.2722806408146, 994.5614807491008, 4446.058903409111, -4181.405087872978, 1095.4651244361196], 4, 7.956395178629384e-06, 3.7008958352509265e-17

13, 18, 18, [36.94124377571867, -278.1088998581142, 646.4226961556972, -308.11635823150334, -683.4319271289284, 246.83720977292876, 958.701283162727, 279.8530098297748, -1018.5504831723697, -1184.6536884841776, 319.75491797182104, 1843.0785088931111, 1136.3289997051236, -1622.4627795846761, -2728.2724662664427, 994.5615577383577, 4446.05921243162, -4181.405387858599, 1095.4652047690058], 4, 8.104149975400655e-06, 3.721065344771814e-17

13, 18, 18, [36.94123556076425, -278.1088437487657, 646.422568354192, -308.11629694295243, -683.4317928963452, 246.83715878956264, 958.7010933819968, 279.8529583203371, -1018.5502771431641, -1184.653455183615, 319.75484631556697, 1843.078136221819, 1136.3287788619898, -1622.4624418119654, -2728.271916466679, 994.5613416349186, 4446.058305658718, -4181.404520019718, 1095.4649747337612], 2, 8.418428779124944e-06, 3.7599628491234126e-17

13, 18, 18, [36.94124463133523, -278.10890603145765, 646.4227111166081, -308.11636658343986, -683.431942899679, 246.83721764732886, 958.7013068433147, 279.85301429836716, -1018.5505109235212, -1184.6537172785984, 319.75492993739664, 1843.0785583658494, 1136.3290265176151, -1622.4628264722176, -2728.2725383038787, 994.5615886961278, 4446.059332449716, -4181.405503873914, 1095.4652354840434], 4, 8.149493166922633e-06, 3.722878086665769e-17

13, 18, 18, [36.941266375371825, -278.10905682216094, 646.4230613138916, -308.11654437493314, -683.4323100834881, 246.83737439810722, 958.7018374606519, 279.85313807171576, -1018.5511079240534, -1184.6543636481842, 319.7551667325529, 1843.0796328239626, 1136.329627274699, -1622.4638360055646, -2728.2741130776, 994.5622639208234, 4446.061965491401, -4181.408072069041, 1095.4659237646633], 4, 7.996538955484065e-06, 3.7040282334714293e-17

13, 18, 18, [36.94126112451629, -278.1090212480022, 646.4229811941327, -308.1165073783441, -683.4322257389279, 246.8373449986556, 958.701719857134, 279.8531028723788, -1018.5509836254702, -1184.6542178952939, 319.7551286389338, 1843.0794072586364, 1136.3294869615459, -1622.4636385253227, -2728.2737785552963, 994.5621439589312, 4446.061421511747, -4181.407562355399, 1095.4657905680565], 4, 8.41844925331791e-06, 3.7587810792402574e-17

