14, 18, 12, [-18.828543219560093, 166.98599730095177, -925.9220613787635, 3589.4259843149785, -10290.07085222818, 22459.022218841576, -37765.189513318444, 48830.21111970335, -47801.61062954747, 34302.72270465409, -17015.544302043167, 5207.688278925142, -739.9086835849472], 10, 0.0005643511307322801, 8.020850783068836e-16

14, 18, 12, [-18.828543220880757, 166.985997340904, -925.9220619148657, 3589.4259885375145, -10290.070873992583, 22459.022296267267, -37765.1897084774, 48830.21147131583, -47801.61107949331, 34302.723103950746, -17015.544535555626, 5207.688359804806, -739.9086961426444], 12, 0.000559024796991025, 7.963452459843285e-16

14, 18, 12, [-18.828543223839095, 166.98599743597336, -925.9220632772482, 3589.4260000482896, -10290.07093787076, 22459.02254168356, -37765.190378321095, 48830.21278124638, -47801.61290301467, 34302.72486824126, -17015.54566303221, 5207.688787616468, -739.9087691184268], 11, 0.000558525130135649, 7.958502344717546e-16

14, 18, 12, [-18.82854322063176, 166.9859973309611, -925.9220617459763, 3589.4259869003363, -10290.070863815876, 22459.022253273295, -37765.18958129986, 48830.211204891435, -47801.61068588546, 34302.72270284859, -17015.544267250505, 5207.688253785366, -739.9086773897988], 12, 0.0005614750764509654, 7.982653608157045e-16

14, 18, 12, [-18.828543221934055, 166.9859973845693, -925.9220626664941, 3589.425995823986, -10290.070918961894, 22459.022484217596, -37765.19025771787, 48830.21260785527, -47801.61273899903, 34302.72477687699, -17015.54564378708, 5207.688793976461, -739.9087723695071], 11, 0.0005620365234087023, 7.997110906765283e-16

14, 18, 12, [-18.82854322096224, 166.98599734448774, -925.9220619792453, 3589.4259891864285, -10290.070878153743, 22459.022314340473, -37765.18976337598, 48830.21158940054, -47801.61125864937, 34302.723291462855, -17015.544664377467, 5207.688412071389, -739.9087056312669], 9, 0.0005644867321121602, 8.02544674406425e-16

14, 18, 12, [-18.828543223092517, 166.98599741399045, -925.9220629873244, 3589.4259977783813, -10290.070926101733, 22459.022499097344, -37765.190268102044, 48830.212575852434, -47801.61262975265, 34302.72461529905, -17015.545508481566, 5207.688731662172, -739.9087600414313], 12, 0.0005614018061871469, 7.99145201379161e-16

14, 18, 12, [-18.828543227804097, 166.98599756744076, -925.9220652040552, 3589.4260165759742, -10290.071030439507, 22459.022899023475, -37765.19135521386, 48830.214690763976, -47801.61555685523, 34302.72743034966, -17015.54729677081, 5207.689406351642, -739.908874516509], 10, 0.0005635812897221315, 8.016124859114293e-16

14, 18, 12, [-18.828543222924928, 166.98599741330648, -925.9220630386598, 3589.4259986686507, -10290.070933233867, 22459.02253365092, -37765.1903787336, 48830.212818498054, -47801.61299727024, 34302.72499389693, -17015.545761986123, 5207.688831221887, -739.908777452041], 15, 0.0005601735922940894, 7.968773764708443e-16

14, 18, 12, [-18.828543221218386, 166.98599735452012, -925.9220621505489, 3589.425990871342, -10290.070888806897, 22459.022360088562, -37765.18990065063, 48830.21188040215, -47801.61169261771, 34302.72373686616, -17015.544963880526, 5207.688530852434, -739.9087266918749], 9, 0.0005667600749698785, 8.047610362542292e-16

14, 18, 12, [-18.828543223004953, 166.98599741413716, -925.9220630247762, 3589.425998340247, -10290.070930328153, 22459.022518771217, -37765.19032930433, 48830.21270716294, -47801.612825198215, 34302.724813787325, -17015.545639800228, 5207.688782697612, -739.9087688817249], 12, 0.0005587888826903347, 7.957486197608375e-16

14, 18, 12, [-18.828543218954756, 166.98599728095658, -925.9220610822554, 3589.4259817115894, -10290.070837183986, 22459.022158621876, -37765.18934213519, 48830.21077137172, -47801.6101255822, 34302.72219854386, -17015.543966771555, 5207.688147223065, -739.9086603563844], 2, 0.000556687101475651, 7.951919543107749e-16

14, 18, 12, [-18.828543220799045, 166.98599734242825, -925.9220619905749, 3589.4259895844207, -10290.070881817073, 22459.022333240922, -37765.1898263254, 48830.21173168057, -47801.61147979213, 34302.72352476797, -17015.544824212066, 5207.688476270584, -739.9087171120116], 13, 0.000557723066409259, 7.946196921222315e-16

14, 18, 12, [-18.82854322091678, 166.98599734358436, -925.9220619743229, 3589.4259892079854, -10290.070878583723, 22459.022317010928, -37765.18977297339, 48830.211611835155, -47801.61129395572, 34302.72332874145, -17015.54468977718, 5207.688422188673, -739.9087074246439], 8, 0.0005646381907153844, 8.023353794400062e-16

14, 18, 12, [-18.82854322159665, 166.9859973648066, -925.9220622656878, 3589.42599153705, -10290.070890675603, 22459.022360029838, -37765.18988064938, 48830.21180306498, -47801.611533231364, 34302.7235344299, -17015.54480497847, 5207.688459854116, -739.9087128398925], 12, 0.0005629501595684478, 8.000181154432835e-16

14, 18, 12, [-18.828543229619537, 166.9859976217398, -925.9220659298585, 3589.426022316545, -10290.071060402614, 22459.023007893797, -37765.19163790222, 48830.21521979908, -47801.616265650104, 34302.72809385284, -17015.547708969403, 5207.689559036867, -739.9089000345981], 11, 0.0005607140618117268, 7.980021079647408e-16

14, 18, 12, [-18.828543224336187, 166.98599745862228, -925.9220636860216, 3589.4260041216585, -10290.070963453518, 22459.02264989288, -37765.190697338556, 48830.21344607623, -47801.613879765595, 34302.725858575366, -17015.546322784026, 5207.689047553866, -739.9088150186246], 13, 0.0005619317257865771, 7.9916699029629e-16

14, 18, 12, [-18.828543221850154, 166.98599737500493, -925.9220624414663, 3589.425993267804, -10290.070901582532, 22459.022406613636, -37765.19001956753, 48830.21209574606, -47801.61196724266, 34302.72397766485, -17015.54510175413, 5207.688577129925, -739.9087335707728], 12, 0.000560532576479664, 7.979271711166285e-16

14, 18, 12, [-18.828543231164407, 166.985997667053, -925.9220665183364, 3589.42602680162, -10290.071082798913, 22459.0230852704, -37765.19182798491, 48830.21555506216, -47801.616687863236, 34302.72846478807, -17015.547925135637, 5207.689634177904, -739.9089118328865], 7, 0.0005663278276477186, 8.046054052765121e-16

14, 18, 12, [-18.82854322708661, 166.9859975463191, -925.9220649294083, 3589.426014489186, -10290.071020121144, 22459.022864065457, -37765.19127210638, 48830.21455135982, -47801.61539365592, 34302.727301034545, -17015.547231583187, 5207.689387930014, -739.9088723986612], 13, 0.0005633704871287757, 8.001113391761127e-16

14, 18, 12, [-18.82854322141941, 166.98599736250546, -925.9220622824636, 3589.425992089981, -10290.070895903045, 22459.022387767076, -37765.189975283465, 48830.212021245294, -47801.61187786136, 34302.723902811966, -17015.54506006274, 5207.6885632101075, -739.9087314558626], 14, 0.0005594616206369458, 7.963435914437621e-16

14, 18, 12, [-18.828543227219157, 166.9859975476288, -925.9220649074186, 3589.426013979117, -10290.071015627775, 22459.022840975562, -37765.19119468434, 48830.214374523144, -47801.61511549025, 34302.72700384817, -17015.547025352018, 5207.689304021353, -739.9088572003991], 12, 0.0005580289152793452, 7.950930376979678e-16

14, 18, 12, [-18.82854322517628, 166.98599748206703, -925.9220639713598, 3589.426006110551, -10290.070972212443, 22459.022675140117, -37765.19074446703, 48830.2134981169, -47801.61389987384, 34302.725830716045, -17015.546276753343, 5207.689020084347, -739.9088087368225], 14, 0.0005601359238837954, 7.971258581861952e-16

