15, 16, 17, [-6.366305058490923, 14.193979550799476, -9.519181189472508, -7.370058881247185, 6.040175623239067, 8.971072516732788, -0.1877476059563903, -8.775381981636725, -6.6662223496236, 3.551050589414601, 10.02295963539241, 4.373356873192073, -7.845379180571087, -10.405504733406946, 4.222599734239482, 14.419373203307913, -12.734390181174332, 3.0756327158291543], 3, 1.1485330411914184e-10, 1.8442015382451477e-22

15, 16, 17, [-6.366268345644864, 14.193797575448487, -9.518927084035678, -7.370003252207884, 6.039936469347487, 8.970905391484775, -0.18760134091969222, -8.775083740570635, -6.66612788504276, 3.550796814056614, 10.0226136239277, 4.37333819164915, -7.844977171593821, -10.40516373485772, 4.222293816685168, 14.418795939943005, -12.733757472908756, 3.075461485805591], 3, 1.3601588851013807e-10, 2.0126636186107709e-22

15, 16, 17, [-6.3663170981367685, 14.194035342188004, -9.519250914799432, -7.370083064636713, 6.04023604583755, 8.971126018628837, -0.1877734961357376, -8.775458599228863, -6.666260831131365, 3.5510990384577457, 10.02304632169397, 4.3733802007610265, -7.8454586218805344, -10.405591522496739, 4.22264646539181, 14.419498521796736, -12.734504766346449, 3.075660240602579], 3, 1.2177361846865633e-10, 1.9412371461904486e-22

15, 16, 17, [-6.366293014323926, 14.193920194620054, -9.519099026981898, -7.370040109957983, 6.040098752558817, 8.971017807499432, -0.18770156333578128, -8.77528600662079, -6.666190703049125, 3.5509703925134377, 10.022848479224297, 4.373349233656576, -7.84525190344923, -10.405395065464917, 4.2225040901662, 14.419189452525252, -12.734190795039801, 3.075579066026658], 3, 1.2104226188819892e-10, 1.8735732595879183e-22

15, 16, 17, [-6.366344124602707, 14.1941722645653, -9.519448507751497, -7.370119147250958, 6.040426112008707, 8.971249615487109, -0.18789882771705108, -8.775694496395747, -6.666323631958354, 3.551313850811362, 10.023321760400844, 4.373379057080934, -7.845796999802588, -10.405861712585594, 4.222916222317828, 14.419974966311361, -12.735047437586214, 3.075810317236535], 2, 1.3437798962548932e-10, 2.0625126024957238e-22

15, 16, 17, [-6.366287261329788, 14.193890373387372, -9.519054590223952, -7.370033486851218, 6.040055145371915, 8.970991305046581, -0.18767098749766656, -8.77523210143425, -6.666178721289513, 3.550918512731572, 10.022785182092566, 4.373352616349375, -7.845170577484414, -10.405333214973487, 4.222437042924099, 14.419076709073577, -12.734058611054424, 3.0755419457266284], 3, 1.212687303035143e-10, 1.8882188947457128e-22

15, 16, 17, [-6.366375445970409, 14.194332707094725, -9.519683600083779, -7.37015840570269, 6.040654419979857, 8.971393602454517, -0.18805375075554856, -8.775977381486522, -6.666393384040627, 3.5515779775283223, 10.02365294607315, 4.3733705693231935, -7.846211941233363, -10.406186086156332, 4.223251813175909, 14.420555076424925, -12.735716304623148, 3.0759964685733565], 3, 1.280287188073873e-10, 1.9429115104326848e-22

15, 16, 17, [-6.366360698076108, 14.194256978756052, -9.519572288164339, -7.370140148871912, 6.040546111265483, 8.971325673903797, -0.18797988867975626, -8.775843202351597, -6.666360723515421, 3.5514522018077646, 10.023495766309159, 4.373375066780317, -7.846014492260602, -10.406032145932224, 4.223091913765931, 14.4202793381068, -12.735398054116233, 3.0759078718464092], 3, 1.1612823586500169e-10, 1.9368977321548673e-22

15, 16, 17, [-6.366288698383357, 14.193900050416982, -9.519073672823769, -7.37003136100358, 6.040076682094519, 8.970998206425506, -0.1876921970241152, -8.775257933520018, -6.66617629224564, 3.550953047295603, 10.0228166862396, 4.373339944236398, -7.845223685339335, -10.405363101893942, 4.222488604996239, 14.419144549166877, -12.734151618872886, 3.0755700708036198], 2, 1.3315028964176943e-10, 2.018998301760865e-22

15, 16, 17, [-6.366293020251225, 14.193917427823113, -9.519089181420586, -7.370044591584393, 6.040085666191657, 8.971017143799292, -0.18768521815118164, -8.77527069648203, -6.666196714546382, 3.5509445440740044, 10.022829091469942, 4.37336266615325, -7.84521280554359, -10.40537707479984, 4.222463387216187, 14.419141916076583, -12.734120437249784, 3.075557177789217], 2, 1.3707095922100556e-10, 2.0883804802294793e-22

