14, 18, 8, [-15.167003809004536, 102.25352697248496, -402.04586016790273, 1015.6896951055436, -1709.3047072280874, 1915.8352351631484, -1378.810628417513, 578.0904127894958, -107.56670394006959], 40, 3.355504317523418e-06, 4.721397156460915e-18

14, 18, 8, [-15.16700347747686, 102.25352233551676, -402.04583187626, 1015.6895967593568, -1709.304494200347, 1915.8349407317412, -1378.8103748487733, 578.0902883807314, -107.56667731640256], 25, 3.499924062035864e-06, 4.891414355966164e-18

14, 18, 8, [-15.167003944484607, 102.25352881367903, -402.04587107022945, 1015.6897318475756, -1709.3047843180266, 1915.8353382903872, -1378.8107143273273, 578.0904535408031, -107.56671236837481], 35, 3.3972462355521854e-06, 4.77965120951296e-18

14, 18, 8, [-15.167004100651473, 102.25353099211645, -402.0458843201673, 1015.689777742973, -1709.3048833378093, 1915.8354745502745, -1378.8108311173507, 578.0905105464708, -107.56672450014985], 50, 3.342188020597124e-06, 4.7175042121051555e-18

14, 18, 8, [-15.167003602946476, 102.25352428200881, -402.04584485235176, 1015.6896454571747, -1709.3046069772824, 1915.8351060388916, -1378.8105248090926, 578.0903654345359, -107.5666945000382], 25, 3.5145083292281687e-06, 4.9079270731142054e-18

14, 18, 8, [-15.167003784363615, 102.25352660465991, -402.04585778328243, 1015.6896863333509, -1709.3046871946863, 1915.8352060704995, -1378.8106021744138, 578.0903993417327, -107.56670094215839], 35, 3.3215027732294444e-06, 4.688801676530263e-18

14, 18, 8, [-15.167004192790701, 102.25353229344158, -402.0458923375353, 1015.6898058839115, -1709.3049448836707, 1915.8355604300127, -1378.810905778772, 578.0905475193877, -107.56673248487283], 40, 3.422138842637621e-06, 4.807547740253014e-18

14, 18, 8, [-15.167003759280835, 102.25352633817255, -402.0458566496652, 1015.6896840306719, -1709.304685604767, 1915.8352083743373, -1378.810607877586, 578.090403892252, -107.56670227651976], 35, 3.3215042473963802e-06, 4.693790147030706e-18

14, 18, 8, [-15.167003749771306, 102.25352624637907, -402.0458563378808, 1015.6896837969256, -1709.3046869081472, 1915.83521262954, -1378.8106136122951, 578.0904076996827, -107.56670329926659], 25, 3.5012437044017047e-06, 4.8959062084296726e-18

14, 18, 8, [-15.167004156050162, 102.25353179980071, -402.0458894524782, 1015.6897963085692, -1709.304925154883, 1915.8355346054118, -1378.8108848205786, 578.0905378858317, -107.56673056658471], 35, 3.3430686976500894e-06, 4.71923761279873e-18

14, 18, 8, [-15.167003274150456, 102.25351979220683, -402.04581814052733, 1015.6895550203964, -1709.304416397428, 1915.8348500579352, -1378.8103107929162, 578.0902636021062, -107.56667338687144], 40, 3.3331076594199914e-06, 4.699403004870186e-18

14, 18, 8, [-15.167004177640061, 102.25353202057335, -402.0458903014818, 1015.6897975261849, -1709.304924044698, 1915.835527918424, -1378.8108746606629, 578.0905307654903, -107.56672859197832], 7, 3.5233523828245326e-06, 4.907783964103715e-18

14, 18, 8, [-15.167003170880895, 102.25351833107263, -402.04580909543006, 1015.689523036875, -1709.3043457735553, 1915.8347503790606, -1378.8102230100624, 578.0902195162731, -107.5666637229825], 40, 3.3316980192905386e-06, 4.6976516029482585e-18

14, 18, 8, [-15.167003944480326, 102.25352893273201, -402.0458724911828, 1015.6897390889388, -1709.3048047463708, 1915.8353727467704, -1378.8107490771988, 578.0904729444673, -107.56671699625431], 40, 3.4032281035810975e-06, 4.7863822943591794e-18

14, 18, 8, [-15.16700387264587, 102.25352784267606, -402.0458653735928, 1015.6897128979756, -1709.3047452222463, 1915.8352870588076, -1378.8106726849196, 578.090434345312, -107.56670852673868], 35, 3.3200485627280966e-06, 4.690931586834986e-18

14, 18, 8, [-15.167003058385006, 102.25351674937447, -402.04579942007507, 1015.6894893979897, -1709.304273053108, 1915.8346502635306, -1378.8101372737729, 578.0901777510537, -107.56665486055876], 30, 3.510208499126368e-06, 4.905079901768932e-18

14, 18, 8, [-15.167003355232223, 102.2535208905465, -402.04582461485415, 1015.6895767069748, -1709.3044615362576, 1915.8349098265683, -1378.8103599463511, 578.0902865507744, -107.56667804241198], 30, 3.4759630502861153e-06, 4.866464786459646e-18

14, 18, 8, [-15.167004287345595, 102.25353350028897, -402.0458990296111, 1015.6898269308957, -1709.304985924126, 1915.8356112022857, -1378.8109446615454, 578.0905643541664, -107.56673563531126], 40, 3.3739477808507435e-06, 4.7399034663769204e-18

14, 18, 8, [-15.167003828150346, 102.25352721919728, -402.04586153874016, 1015.6896993898716, -1709.304715450426, 1915.8352450591065, -1378.8106356824912, 578.0904157455475, -107.5667044452625], 35, 3.3988177732213407e-06, 4.780748983326502e-18

14, 18, 8, [-15.16700394704267, 102.25352889553338, -402.0458718372138, 1015.6897353938003, -1709.304793792419, 1915.8353537012595, -1378.810729451451, 578.0904617990408, -107.5667142997472], 40, 3.3512113397132402e-06, 4.72686817743693e-18

14, 18, 8, [-15.167004264240376, 102.25353322931562, -402.0458976717562, 1015.6898231591908, -1709.3049796430535, 1915.835604911466, -1378.8109411217647, 578.0905634551027, -107.56673560539065], 5, 3.5072574656367816e-06, 4.895806059502392e-18

14, 18, 8, [-15.167004487035664, 102.25353619728676, -402.0459149205929, 1015.6898802856017, -1709.3050975819212, 1915.8357603533352, -1378.8110688591496, 578.0906233012073, -107.56674784544599], 40, 3.3237203123720656e-06, 4.696217945415127e-18

14, 18, 8, [-15.16700323132548, 102.25351892541319, -402.0458112802126, 1015.6895259278227, -1709.3043424922369, 1915.8347335131932, -1378.8101985748349, 578.0902029970807, -107.56665928565837], 30, 3.4231578489743467e-06, 4.807901151452192e-18

